Start time,End time,Average weight (kg),Max weight (kg),Min weight (kg),Calories (kcal),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Step count,Distance (m),Average speed (m/s),Max speed (m/s),Min speed (m/s),Move Minutes count
13:45:00.000+11:00,14:00:00.000+11:00,,,,,,,,,,,78,32.777103424072266,0.8665754497051239,1.0340907573699951,0.6990601420402527,1
14:00:00.000+11:00,14:15:00.000+11:00,,,,,,,,,,,44,20.76426124572754,1.1764158010482788,1.1764158010482788,1.1764158010482788,
14:15:00.000+11:00,14:30:00.000+11:00,,,,,,,,,,,,,,,,
14:30:00.000+11:00,14:45:00.000+11:00,,,,,,,,,,,,,,,,
14:45:00.000+11:00,15:00:00.000+11:00,,,,,,,,,,,,,,,,
15:00:00.000+11:00,15:15:00.000+11:00,,,,,,,,,,,,,,,,
15:15:00.000+11:00,15:30:00.000+11:00,,,,,,,,,,,,,,,,
15:30:00.000+11:00,15:45:00.000+11:00,,,,,,,,,,,,,,,,
15:45:00.000+11:00,16:00:00.000+11:00,,,,,,,,,,,47,25.733488082885742,0.8253920674324036,0.8253920674324036,0.8253920674324036,1
16:00:00.000+11:00,16:15:00.000+11:00,,,,,,,,,,,8,,,,,
16:15:00.000+11:00,16:30:00.000+11:00,,,,,,,,,,,12,,,,,
16:30:00.000+11:00,16:45:00.000+11:00,,,,,,,,,,,,,,,,
16:45:00.000+11:00,17:00:00.000+11:00,,,,,,,,,,,,,,,,
17:00:00.000+11:00,17:15:00.000+11:00,,,,,,,,,,,6,,,,,
17:15:00.000+11:00,17:30:00.000+11:00,,,,,,,,,,,,,,,,
17:30:00.000+11:00,17:45:00.000+11:00,,,,,,,,,,,,,,,,
17:45:00.000+11:00,18:00:00.000+11:00,,,,,,,,,,,,,,,,
18:00:00.000+11:00,18:15:00.000+11:00,,,,,,,,,,,,,,,,
18:15:00.000+11:00,18:30:00.000+11:00,,,,,,,,,,,,,,,,
18:30:00.000+11:00,18:45:00.000+11:00,,,,,,,,,,,,,,,,
18:45:00.000+11:00,19:00:00.000+11:00,,,,,,,,,,,,,,,,
19:00:00.000+11:00,19:15:00.000+11:00,,,,,,,,,,,,,,,,
19:15:00.000+11:00,19:30:00.000+11:00,,,,,,,,,,,8,1.2552920579910278,,,,
19:30:00.000+11:00,19:45:00.000+11:00,,,,,,,,,,,40,13.431812524795532,0.8875421285629272,0.8875421285629272,0.8875421285629272,
19:45:00.000+11:00,20:00:00.000+11:00,,,,,,,,,,,49,17.88957166671753,1.1457871198654175,1.1457871198654175,1.1457871198654175,
20:00:00.000+11:00,20:15:00.000+11:00,,,,,,,,,,,,,,,,
20:15:00.000+11:00,20:30:00.000+11:00,,,,,,,,,,,79,21.71618378162384,0.2992554306983948,0.2992554306983948,0.2992554306983948,
20:30:00.000+11:00,20:45:00.000+11:00,,,,,,,,,,,,,,,,
20:45:00.000+11:00,21:00:00.000+11:00,,,,,,,,,,,9,,,,,
21:00:00.000+11:00,21:15:00.000+11:00,,,,,,,,,,,,,,,,
21:15:00.000+11:00,21:30:00.000+11:00,,,,,,,,,,,,,,,,
21:30:00.000+11:00,21:45:00.000+11:00,,,,,,,,,,,,,,,,
21:45:00.000+11:00,22:00:00.000+11:00,,,,,,,,,,,,,,,,
22:00:00.000+11:00,22:15:00.000+11:00,,,,,,,,,,,,,,,,
22:15:00.000+11:00,22:30:00.000+11:00,,,,,,,,,,,1,,,,,
22:30:00.000+11:00,22:45:00.000+11:00,,,,,,,,,,,46,7.261641502380371,,,,
22:45:00.000+11:00,23:00:00.000+11:00,,,,,,,,,,,,,,,,
23:00:00.000+11:00,23:15:00.000+11:00,,,,,,,,,,,,,,,,
23:15:00.000+11:00,23:30:00.000+11:00,,,,,,,,,,,10,2.3175647258758545,,,,
23:30:00.000+11:00,23:45:00.000+11:00,,,,,,,,,,,,,,,,
23:45:00.000+11:00,00:00:00.000+11:00,,,,,,,,,,,,,,,,
